DATAFLOW,LAST UPDATE,freq,unit,icha11_hc,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2015,3720.86,b
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2016,3712.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2017,3749.64,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2018,3827.56,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2019,3984.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2020,4146.64,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2021,4590.30,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Finland,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2011,3535.02,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2012,3606.13,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2013,3668.40,b
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2014,3740.94,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2015,3781.92,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2016,3840.71,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2017,3897.98,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2018,3944.10,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2019,4011.19,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2020,4147.96,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2021,4542.27,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),France,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2013,671.11,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2014,686.44,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2015,719.53,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2016,763.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2017,805.78,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2018,870.38,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2019,930.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2020,962.91,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2021,1195.09,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Croatia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2011,766.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2012,748.86,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2013,747.64,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2014,758.94,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2015,785.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2016,827.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2017,875.20,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2018,915.78,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2019,942.17,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2020,1031.55,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2021,1170.72,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Hungary,2022,1189.70,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2011,3976.15,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2012,4046.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2013,3988.79,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2014,3984.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2015,4102.94,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2016,4243.77,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2017,4413.28,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2018,4614.55,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2019,4849.96,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2020,5316.64,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2021,5688.64,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Ireland,2022,5950.63,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2011,2811.57,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2012,2928.42,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2013,3063.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2014,3386.34,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2015,3853.04,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2016,4539.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2017,5272.83,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2018,5282.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2019,5241.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2020,4953.73,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2021,5647.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Iceland,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2012,2396.32,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2013,2349.61,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2014,2374.06,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2015,2414.15,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2016,2440.53,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2017,2489.35,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2018,2545.28,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2019,2603.82,b
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2020,2689.82,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2021,2837.00,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Italy,2022,2915.94,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2013,7481.17,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2014,7598.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2015,8665.47,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2016,8747.41,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2017,8579.88,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2018,8217.96,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2019,8625.71,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2020,8891.65,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2021,9267.91,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Liechtenstein,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2011,670.97,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2012,701.81,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2013,725.74,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2014,772.61,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2015,834.41,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2016,899.98,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2017,966.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2018,1060.96,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2019,1223.82,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2020,1333.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2021,1568.36,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Lithuania,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2011,5089.73,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2012,4639.11,b
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2013,4730.53,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2014,4869.32,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2015,4829.75,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2016,4897.36,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2017,5009.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2018,5221.36,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2019,5502.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2020,5900.44,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2021,6402.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Luxembourg,2022,6527.18,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2013,612.48,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2014,647.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2015,702.31,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2016,794.11,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2017,828.80,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2018,936.20,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2019,1060.24,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2020,1154.22,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2021,1612.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Latvia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2014,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2015,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2016,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2017,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2018,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2019,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2021,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Montenegro,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2014,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2015,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2016,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2017,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2018,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2019,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2021,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),North Macedonia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2014,1829.54,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2015,1998.56,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2016,2075.55,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2017,2226.88,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2018,2289.79,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2019,2574.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2020,2747.22,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2021,3064.16,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Malta,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2011,3986.98,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2012,4107.20,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2013,4159.68,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2014,4207.77,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2015,4205.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2016,4281.66,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2017,4355.42,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2018,4500.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2019,4753.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2020,5119.11,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2021,5510.68,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Netherlands,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2011,6358.32,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2012,6935.51,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2013,6915.78,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2014,6838.71,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2015,6787.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2016,6747.31,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2017,6906.95,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2018,6987.71,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2019,7126.65,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2020,6855.67,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2021,7720.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Norway,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2013,661.57,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2014,675.61,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2015,718.15,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2016,731.01,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2017,807.48,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2018,829.54,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2019,906.09,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2020,901.94,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2021,983.14,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Poland,2022,1191.30,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2011,1623.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2012,1545.16,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2013,1533.34,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2014,1554.48,
